artist_name,canonical_key,primary_bucket,secondary_buckets,era_focus,scene_depth,seed_priority,seed_score,confidence,confidence_score,inclusion_rationale,source_basis,source_url,review_flag
Agoria,agoria,melodic / progressive / organic house,Afterlife; Anjunadeep; Diynamic; Innervisions; This Never Happened; progressive house,mixed,C_current_global_house,2,80,High,3,melodic/progressive base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Ahmed Spins,ahmed spins,afro / organic / global house,afro house; afro melodic; organic; arabic/mena; tribal; 3-step; amapiano-adjacent,mixed,C_current_global_house,2,80,High,3,afro/organic base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Airsand,airsand,Melodic / Progressive House,Melodic House & Techno; Progressive House; Organic House; Indie Dance,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Aiwaska,aiwaska,Melodic / Progressive House,Indie Dance; Melodic House & Techno; Organic House; Progressive House; afro / organic / global house,2000s-2020s,Core + scene coverage,2,80,Medium,2,"Included for melodic, progressive, cinematic and deeper journey-house coverage.",Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Ajna (BE),ajna be,Afro / Organic / Global House,3-step; Afro House; Afro Tech; Amapiano-adjacent; Deep House; Organic House; Tribal House; afro / organic / global house; afro house; afro melodic; amapiano-adjacent; arabic/mena; organic; tribal,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,Included to widen Afro/organic/global house coverage beyond mainstream festival names.,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Aker,aker,Afro / Organic / Global House,Afro House; Deep House; Afro Latin; Compilation-radar,2020s,Niche / release-radar,4,40,Medium,2,Added from current Beatport/Traxsource release contexts to capture niche Afro/organic names similar to Moojo/Grigoré universe.,Beatport Moojo,https://www.beatport.com/artist/moojo/755245,
Aki Bergen,aki bergen,Classic / Deep / Soulful House,Chicago House; Detroit House; Garage House; NYC House; Soulful House; Vocal House; commercial / festival / house-adjacent,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Akufen,akufen,Tech House / Minimal / Deep Tech,Balearic; Deep House; Deep Tech; Leftfield House; Lo-Fi / Leftfield / Underground House; Lo-Fi House; Microhouse; Minimal; Tech House; UK Tech House; Underground,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",AcousticBrainz Genre Dataset,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Al Bradley,al bradley,commercial / festival / house-adjacent,,mixed,F_house_adjacent_expansion,5,25,Medium,2,broad global electronic/house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Al Ester,al ester,underground / disco / leftfield expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail underground base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Alaia & Gallo,alaia and gallo,tech house / minimal / club house,,mixed,C_current_global_house,2,80,High,3,tech-house and modern club base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Alan Braxe,alan braxe,Classic / Deep / Soulful House,Balearic; Chicago House; Detroit House; Disco / Nu-Disco / Jackin / Balearic House; French Touch; French touch / filter / nu-disco / disco house; Funky House; Garage House; Indie Dance; Jackin House; NYC House; Nu-Disco; Soulful House; Vocal House; disco edits; filter house; french house; nu-disco,1980s-2010s,Legacy / foundation / core,1,100,High,3,"Included as foundational house, deep house, soulful house, garage and vocal-house canon.",Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Alan Braxe & Fred Falke,alan braxe and fred falke,French touch / filter / nu-disco / disco house,filter house; french house; disco edits; nu-disco,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Alcatraz,alcatraz,commercial / festival / house-adjacent,,mixed,F_house_adjacent_expansion,5,25,Medium,2,broad global electronic/house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Ale De Tuglie,ale de tuglie,tech house / minimal / club house,Solid Grooves; Hot Creations; PIV; Fuse; Cuttin Headz; Toolroom; tech-house long-tail,mixed,C_current_global_house,2,80,High,3,tech-house and modern club base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,curated_knowledge,https://musicbrainz.org/genres,
Alesso,alesso,Mainstream / Crossover House,Dance Pop; Electro House; Future House; Progressive Crossover; Tropical House; bass/future house; commercial / festival / house-adjacent; commercial discovery bridge; house-pop,2000s-2020s,Mainstream crossover / broad recall,4,40,Medium,2,broad global electronic/house base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Wikipedia Progressive House Artists,https://en.wikipedia.org/wiki/List_of_progressive_house_artists,
Alex Arnout,alex arnout,tech house / minimal / club house,,mixed,C_current_global_house,2,80,High,3,tech-house and modern club base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Alex Celler,alex celler,tech house / minimal / club house,,mixed,C_current_global_house,2,80,High,3,tech-house and modern club base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Alex Dyer,alex dyer,Tech House / Minimal / Deep Tech,Tech House; Minimal; Deep Tech; Microhouse; UK Tech House,1990s-2020s,Core + underground scene coverage,2,80,Medium,2,"Included for tech-house, minimal, deep-tech, rominimal and current underground scene coverage.",Beatportal 2025 Tech House,https://www.beatportal.com/articles/1216009-tech-house-the-top-selling-tracks-artists-and-labels-of-2025,
Alex From Tokyo,alex from tokyo,commercial / festival / house-adjacent,,mixed,F_house_adjacent_expansion,5,25,Medium,2,broad global electronic/house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Alex Gaudino,alex gaudino,Legacy / Crossover House Reference,House; Euro House; Vocal House; Electro House; Progressive crossover,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Alex Gopher,alex gopher,French touch / filter / nu-disco / disco house,filter house; french house; disco edits; nu-disco,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Alex Kennon,alex kennon,tech house / minimal / club house,,mixed,C_current_global_house,2,80,High,3,tech-house and modern club base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Alex Metric,alex metric,UK house / garage / club / bassline,UKG; 2-step; speed garage; bass house; UK funky; club music,1990s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Alex Niggemann,alex niggemann,underground / disco / leftfield expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail underground base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Alex O'Rion,alex o rion,Melodic / Progressive House,Afterlife; Anjunadeep; Diynamic; Indie Dance; Innervisions; Melodic House & Techno; Organic House; Progressive House; This Never Happened; melodic / progressive / organic house; progressive house,2000s-2020s,Core + scene coverage,2,80,Medium,2,melodic/progressive base from prior v1 list; v2 expanded niche coverage; includes long-tail/subgenre/scene signal,Beatportal 2025 Melodic H&T,https://www.beatportal.com/articles/1212753-melodic-house-techno-the-top-selling-tracks-artists-and-labels-of-2025,
Alex Party,alex party,Legacy / Crossover House Reference,House; Euro House; Vocal House; Electro House; Progressive crossover,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Alex Stein,alex stein,Latin / Tribal / Brazilian House,Latin House; Tribal House; Brazilian House; Organic House; Afro Latin,1990s-2020s,Regional / scene coverage,3,60,Medium,2,"Included for Latin, tribal, Brazilian and Iberian house coverage that frequently overlaps Afro/organic house.",MusicBrainz Genre List,https://musicbrainz.org/genres,
Alex Twin,alex twin,Afro / Organic / Global House,3-step; Afro House; Afro Tech; Amapiano-adjacent; Deep House; Organic House; Tribal House; afro / organic / global house; afro house; afro melodic; amapiano-adjacent; arabic/mena; organic; tribal,2010s-2020s,Core + niche scene coverage,2,80,Medium,2,Included to widen Afro/organic/global house coverage beyond mainstream festival names.,Beatportal 2025 Afro House,https://www.beatportal.com/articles/1208401-genre-the-top-selling-tracks-artists-and-labels-of-2025,metadata_enrichment_needed
Alex Wann,alex wann,melodic / progressive / organic house,,mixed,C_current_global_house,2,80,High,3,melodic/progressive base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Alexander East,alexander east,commercial / festival / house-adjacent,,mixed,F_house_adjacent_expansion,5,25,Medium,2,broad global electronic/house base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Alexander Robotnick,alexander robotnick,underground / disco / leftfield expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail underground base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Alexandra Prince,alexandra prince,Legacy / Crossover House Reference,House; Euro House; Vocal House; Electro House; Progressive crossover,1980s-2010s,Legacy / broad reference,5,25,Medium,2,Added for broad reference and legacy/crossover coverage; lower seed priority for niche-house recommendation.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,
Alexis Raphael,alexis raphael,underground / disco / leftfield expansion,,mixed,E_long_tail_niche_seed,4,40,Medium,2,long-tail underground base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Alexkid,alexkid,Classic / Ibiza / European House & Tech,Cuttin Headz; Deep House; European House; Fuse; Hot Creations; House; Ibiza; PIV; Progressive; Solid Grooves; Tech House; Toolroom; tech house / minimal / deep tech / rominimal; tech-house long-tail,1990s-2010s,Legacy + Ibiza ecosystem,2,80,Medium,2,Included for Ibiza/European house and tech-house ecosystems that anchor many modern taste graphs.,Wikipedia House Artists,https://en.wikipedia.org/wiki/List_of_house_music_artists,metadata_enrichment_needed
Alfa Romero,alfa romero,melodic house / melodic techno / progressive,Afterlife; Anjunadeep; Diynamic; Innervisions; This Never Happened; progressive house,2010s-2020s,C_current_global_house,2,80,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,beatport_genres,https://greenroomsupport.beatport.com/hc/en-us/articles/41043520429076-Beatport-Genres-Including-NEW-Open-Format-Genres,metadata_enrichment_needed
Alfredo Fiorito,alfredo fiorito,classic rave / progressive / balearic house-adjacent,balearic; progressive; ambient house; rave; Ibiza lineage,1980s-2000s,E_long_tail_niche_seed,4,40,Medium,2,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,ra_underground,https://www.youredm.com/2016/12/06/resident-advisor-releases-2016-poll-top-djs/,metadata_enrichment_needed
Ali Love,ali love,tech house / minimal / club house,,mixed,C_current_global_house,2,80,High,3,tech-house and modern club base from prior v1 list,curated_knowledge,https://musicbrainz.org/genres,
Alinka,alinka,Chicago / acid / jackin / ghetto house,acid house; jackin house; ghetto house; juke/footwork roots; identity/scene priors; club culture; deep/garage/tech/afro/melodic mix,1980s-2020s,D_underground_scene_important,3,60,High,3,v2 expanded niche coverage; includes long-tail/subgenre/scene signal,musicbrainz_house,https://musicbrainz.org/genre/a2782cb6-1cd0-477c-a61d-b3f8b42dd1b3,metadata_enrichment_needed
Alisha,alisha,Emerging / Niche House Radar,Afro House; Club House; Deep Tech; House; Indie Dance; Melodic House; Peak-time House; Tech House; Toolroom / Defected / Club House Radar; UK House,2020s,Niche / emerging / radar,3,60,Medium,2,Added to improve niche and modern-scene coverage beyond obvious headline artists.,Traxsource Top 500 2025,https://www.traxsource.com/list/160/top-artists-of-2025,
